bestObjID,class,z,dered_u,dered_g,dered_r,dered_i,dered_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z
1237654391643111859,GALAXY,0.2999766,21.76236,19.64181,18.241,17.64589,17.24307,0.3178255,0.02596466,0.011346,0.01051257,0.02278109
1237664285092806953,GALAXY,0.2674004,20.61475,18.62228,17.45982,16.95394,16.66453,0.2349654,0.02185149,0.0113294,0.01002839,0.02475808
1237651755076550729,GALAXY,0.1470668,20.60991,18.71823,17.74847,17.28566,16.90351,0.13924,0.01220944,0.008119284,0.008191953,0.01930313
1237667429547115991,GALAXY,0.4988471,22.91275,21.93758,20.44343,19.62459,19.02172,0.6986925,0.1288806,0.0518678,0.04207407,0.09042519
1237680246277013832,GALAXY,0.5123141,23.3282,22.10328,20.64052,19.69353,19.14115,1.230153,0.1499585,0.07177712,0.04462831,0.1091719
1237678617428492866,GALAXY,0.9336869,22.6216,22.55096,21.62311,21.14034,20.62083,0.4782787,0.2013258,0.1187923,0.1217011,0.2699072
1237657877002191607,GALAXY,0.4918517,24.31765,21.61615,19.76169,18.91682,18.31549,1.601946,0.1455209,0.03790622,0.02494082,0.04792319
1237679323924464399,GALAXY,0.5307484,22.82137,23.29568,21.02545,19.9028,19.52259,0.7417732,0.4661221,0.09151956,0.05104183,0.1111896
1237651204232249661,GALAXY,0.189842,21.33243,19.01792,17.67372,17.10866,16.68801,0.2981787,0.01895201,0.009488072,0.00830905,0.02131579
1237651822708064834,GALAXY,0.594035,26.15005,20.44124,19.50768,18.63186,18.24156,1.816068,0.08471745,0.05604954,0.04151343,0.1251549
1237665126920486938,GALAXY,0.3794599,22.64084,20.21777,18.6936,18.05321,17.65665,0.9952229,0.06754001,0.02641118,0.02165141,0.05104037
1237658492267856169,GALAXY,0.6053869,25.92362,21.96774,20.6659,19.41858,18.82285,0.9066321,0.1696222,0.08264668,0.03868258,0.08809059
1237680277405958809,STAR,6.760344e-05,21.98444,21.68322,20.832,19.69167,19.38643,0.8214644,0.1799676,0.1436578,0.07746362,0.1926834
1237657628966781755,QSO,1.6838,21.41316,21.4303,21.34033,21.1287,20.96629,0.1249823,0.05126937,0.05853437,0.05906102,0.1745688
1237664672717013418,GALAXY,0.587213,23.57907,22.81353,21.18973,20.0666,19.43769,0.6415924,0.1641173,0.06441714,0.04167338,0.09413408
1237668352429523272,STAR,-0.0002280224,15.39085,14.36331,14.09889,14.02317,14.02328,0.004362419,0.003076316,0.003530662,0.003483384,0.003923067
1237667324328804523,GALAXY,0.3326136,25.69934,21.06898,19.25965,18.63284,18.32061,0.7667497,0.04649096,0.01724152,0.01579414,0.03731615
1237661418212557523,STAR,-0.0001259494,22.73657,23.22686,21.98533,20.585,19.84464,0.3679779,0.2359574,0.108997,0.05375298,0.09542918
1237678540090114511,STAR,-0.0001915111,21.68801,19.88276,19.12325,18.87366,18.69513,0.142605,0.01704743,0.01208426,0.01295895,0.03414575
1237658204524576917,STAR,-5.141749e-05,20.927,18.24562,17.04895,16.56586,16.29287,0.0782373,0.00672304,0.004511493,0.004759718,0.008492332
1237651736314118223,STAR,-0.0002794051,17.16945,16.28796,16.06303,15.97495,15.95599,0.009588351,0.003993894,0.004584683,0.005050623,0.007738702
1237659326554636295,STAR,7.924665e-05,18.57327,17.56965,17.28267,17.16109,17.13911,0.01795948,0.005418642,0.00538385,0.006168247,0.01229076
1237661386545693153,GALAXY,0.3636833,25.56479,20.89395,19.08573,18.46188,18.07745,0.7901957,0.04507694,0.01561986,0.01399968,0.03251359
1237661382231917430,GALAXY,0.6841729,22.80759,22.72881,21.59824,20.26151,19.63312,0.5395706,0.2282365,0.1211652,0.05099747,0.090327
1237657858218262977,GALAXY,0.5468596,26.3018,21.39253,19.67938,18.51941,18.12056,1.085625,0.1236333,0.04242582,0.02535887,0.06337512
1237655464318927730,GALAXY,0.7405572,24.83719,24.26346,21.7128,20.5593,19.84953,0.94444,0.5040771,0.09433131,0.05160132,0.1091998
1237680247345185180,QSO,0.3479992,20.28123,20.05921,19.80925,19.83541,19.09138,0.08767842,0.02182034,0.02596651,0.03846265,0.06732944
1237665441530380943,GALAXY,0.5205029,22.95826,22.24585,20.80953,19.84192,19.30877,0.7380631,0.1534562,0.06111082,0.04074844,0.1053262
1237666434726626302,QSO,3.225313,22.87487,21.52282,21.26297,21.1847,21.34103,0.3507148,0.04798581,0.05545596,0.07840443,0.3083837
1237668349214851500,QSO,2.288688,21.04092,20.31403,20.53309,20.38346,20.06809,0.08749615,0.02094553,0.03059042,0.03591247,0.09407692
1237667448873680960,QSO,1.516546,19.62574,19.47573,19.28046,19.08596,19.1807,0.03317776,0.01233814,0.01335628,0.01658325,0.05815942
1237658205055615216,QSO,1.579809,21.50621,20.99087,20.77577,20.51398,20.59596,0.1288369,0.03426657,0.03641624,0.04209841,0.1842014
1237678595936879038,GALAXY,0.7756708,22.99281,23.67861,21.72958,21.26128,21.67567,0.7069806,0.4754337,0.1133101,0.1114053,0.4964998
1237667143401930924,QSO,0.1836352,19.04631,18.98254,18.74133,18.30852,18.36592,0.02370115,0.01028461,0.01057548,0.01072716,0.0328268
1237664668442624286,GALAXY,0.3261526,23.64396,20.26707,18.64232,18.01614,17.66626,0.9779336,0.02789129,0.01177836,0.0105209,0.02714599
1237664672717668656,GALAXY,0.6045237,22.2981,22.17454,21.64301,21.68126,21.33301,0.1888885,0.0735695,0.07247623,0.1169516,0.3374165
1237661852536013206,GALAXY,0.6095806,22.56375,21.95497,20.14021,19.16336,18.99821,0.8247415,0.1843431,0.05486898,0.03528838,0.1074178
1237659326020190606,QSO,6.378236,21.38558,21.22562,20.90602,20.60704,20.54527,0.1107391,0.03710019,0.03697069,0.03939661,0.1514058
1237670961624056499,STAR,-9.080852e-05,22.2604,20.85795,20.11197,19.88682,19.82412,0.3331388,0.04296144,0.02828074,0.03061383,0.09155656
1237665570369504184,GALAXY,0.8285133,23.20972,22.50731,21.76408,20.4458,19.75105,0.9826319,0.2092827,0.1573566,0.07087356,0.1608626
1237661966886961278,GALAXY,0.3381858,22.64928,20.34957,18.6275,18.00401,17.58104,0.7515671,0.04282774,0.01540697,0.01237836,0.0309159
1237665128012709898,STAR,-0.000361802,19.02311,18.04001,17.64188,17.4807,17.44976,0.02185481,0.006264935,0.006315662,0.006845338,0.01423556
1237665570901459900,GALAXY,0.8643838,22.61457,21.8121,20.97525,20.64318,20.02537,0.3353294,0.06365637,0.04234555,0.04291046,0.1130331
1237663531328340541,GALAXY,0.1346485,19.63925,18.2817,17.62658,17.26583,17.12313,0.08411777,0.01394146,0.01141562,0.01305183,0.04016844
1237678881009500357,STAR,-0.0001762918,19.044,18.1232,17.74064,17.59325,17.54078,0.03052455,0.007071133,0.006949235,0.007226406,0.01688897
1237680247890838115,GALAXY,0.6295436,23.46217,22.8468,21.51031,20.44499,19.69864,1.841277,0.3348373,0.1814549,0.1081919,0.1909637
1237657858218262733,GALAXY,0.3266745,22.40312,20.87477,19.12747,18.53264,18.20699,0.4007306,0.04498558,0.01602262,0.01497134,0.03787513
1237648721255072084,GALAXY,0.1538856,20.88515,18.34822,17.14418,16.65151,16.27493,0.21394,0.01057256,0.005924981,0.00563552,0.01279166
