model,mag_bin,n,ECE_raw,ECE_rep_platt,ECE_bright_platt,ECE_rep_isotonic,ECE_bright_isotonic,ECE_rep_temperature,ECE_bright_temperature,cwECE_raw,cwECE_star,cwECE_galaxy,cwECE_qso,seed
LogReg,"[18,19)",11536,0.16598539419689054,0.09539919855126067,0.1255712374662264,0.12794801926902274,0.06510019990738938,0.16635758413216714,0.15188612509937038,0.1179586433471833,0.15902375897662907,0.11007157936299444,0.08478059170192637,5
LogReg,"[19,20)",15924,0.0944686625191412,0.10055531665882705,0.10364174115136535,0.08751234313461687,0.06200136896626486,0.09377753487813337,0.08600738069973393,0.08526100257337095,0.09415402457429418,0.08286136020737202,0.07876762293844668,5
LogReg,"[20,22)",45832,0.032498830212453964,0.039298743304513134,0.04928309529225357,0.024114005292152355,0.0886028322410285,0.03211047158046171,0.07834232203191552,0.036563433147709656,0.03665978905088307,0.04358196364817697,0.02944854674406893,5
RandomForest,"[14,17)",11616,0.005477440541337924,0.027181634266103538,0.006669382781516004,0.0031992774996130856,0.003082393166382861,0.002600020827225077,0.002975089895414256,0.004103200567404698,0.0062711819328838,0.004168931330218776,0.0018694884391115211,5
RandomForest,"[17,18)",15090,0.007752008021531084,0.02839776975766494,0.0064613627443747094,0.004599519761316631,0.0017307046467388103,0.005092667810512163,0.0028084683661216397,0.0052804423446729636,0.006935089729554713,0.006444130704052593,0.002462106600411585,5
RandomForest,"[18,19)",11536,0.009979603877944625,0.03086365055406457,0.013531733921108676,0.006670404213147544,0.003916536144039037,0.006112797504341827,0.0032322928194245294,0.008018700286947462,0.010077816264873828,0.010654352260612662,0.0033239323353558984,5
RandomForest,"[19,20)",15924,0.01100633546452268,0.0300652137215269,0.030774550875667283,0.00675646342262756,0.010820983086559294,0.0059699969556755664,0.004086415311612585,0.008239178198355053,0.009328175040813617,0.008319357486361891,0.007070002067889646,5
RandomForest,"[20,22)",45832,0.0018463083734025095,0.03158520241978328,0.06453377342550543,0.00819662273290606,0.028333196340679354,0.007267092432438858,0.01700994052237253,0.004109081130935195,0.004401365957641143,0.0037935761744681347,0.004132301260696305,5
HistGB,"[14,17)",11616,0.001962637616319417,0.011692728194839373,0.007362713182566692,0.012741339073421374,0.006766294644678136,0.0020452159767076045,0.0033558042430662347,0.003653277918579259,0.003874774756838237,0.004282404825732701,0.0028026541731668375,5
HistGB,"[17,18)",15090,0.003580766239335678,0.013973185772494505,0.008780646477257716,0.014893880313298323,0.007923560100889057,0.0034998968293125004,0.002608972601282875,0.002863125389449528,0.0033091577198457603,0.003755862501796377,0.0015243559467064466,5
HistGB,"[18,19)",11536,0.006247161639832839,0.007359480714299748,0.003121269684330803,0.00939923516253309,0.004714647776867247,0.005788819796918856,0.004542478622674788,0.005414166197910644,0.0064495670787380315,0.00558711164989892,0.004205819865094983,5
HistGB,"[19,20)",15924,0.00559396567755204,0.012056954945979779,0.004998556742755679,0.011023783105977458,0.006333327829805505,0.0054366517836079336,0.005086817111536446,0.004762291338125398,0.005509916927084472,0.004749233837250612,0.004027723250041113,5
HistGB,"[20,22)",45832,0.00544836138381486,0.0064903254351306545,0.007528076825671972,0.007122993371723619,0.0088117351283406,0.006234652150118911,0.01259349861118408,0.005087957790127574,0.004816572510062503,0.0041901330822966135,0.006257167778023604,5
MLP,"[14,17)",11616,0.004702090450596149,0.02750763055728961,0.006326432776444443,0.004108095911226432,0.003264300218412705,0.004530585258905208,0.00401480502082867,0.007245261945300813,0.007993474403886472,0.01047462188790593,0.003267689544110038,5
MLP,"[17,18)",15090,0.004022482035207279,0.028437022516091634,0.00573517084604953,0.0037948377767078856,0.0024641638596667277,0.0030718573039242867,0.002087824806979728,0.006245495597646695,0.008562580111693745,0.00871653753931462,0.0014573691419317184,5
MLP,"[18,19)",11536,0.005660211593617664,0.02966740936799487,0.013274187829326696,0.0038266966906100154,0.0033266367750510984,0.0040552593643621,0.0032048887410611607,0.006412948090040577,0.007461339958195191,0.0069151278466105925,0.00486237646531595,5
MLP,"[19,20)",15924,0.004111636110279576,0.02940444946274802,0.031043937489373216,0.004545481392735823,0.005077036308701616,0.0023629188328911847,0.005523763220739545,0.00485612830431667,0.005774228030107808,0.0038084871883333716,0.0049856696945088305,5
MLP,"[20,22)",45832,0.003550492092213038,0.028397687282242238,0.05685164934829766,0.002750789317551363,0.014737985560954145,0.005718470468982442,0.013155097600141255,0.005626550563955314,0.004891603577442963,0.006189905234219769,0.005798142880203209,5
LogReg,"[14,17)",11462,0.16723521039536404,0.15553834328121485,0.1425463332876798,0.13497149021279328,0.12042686072855989,0.16722121268570656,0.11920419476695913,0.11598848687361552,0.17509465834682772,0.15635869510601713,0.01651210716800168,6
LogReg,"[17,18)",15200,0.1237601658542101,0.13737320427396735,0.15136009070976056,0.14140875570662975,0.13651424761474484,0.12374595789847305,0.07979477140236325,0.09174351237621947,0.12197969166585264,0.1145166328295333,0.0387342126332725,6
LogReg,"[18,19)",11520,0.1633946612558324,0.09496731356595794,0.14207567835673998,0.12739020593654454,0.06424876299329588,0.1633902746696875,0.15172759418785056,0.11404039115858412,0.153202787006359,0.10331288748448819,0.08560549898490517,6
LogReg,"[19,20)",16001,0.09224858978718553,0.09312766566951644,0.09953344684553146,0.08547248802787379,0.06378195215098231,0.09213183800625997,0.08664301766340629,0.0826933993179416,0.09185503333074445,0.08049556511229833,0.07572959951078204,6
LogReg,"[20,22)",45816,0.029433342753332037,0.03721824438443037,0.05341019133355562,0.025024423776054648,0.08550288871665,0.029425725953403384,0.07529415923823679,0.034480931421884416,0.03220049165545534,0.04192129989555471,0.02932100271464319,6
RandomForest,"[14,17)",11462,0.007149307188267287,0.029794079332888142,0.008935002182640539,0.004684658548502102,0.0017568992453356736,0.005074744799848865,0.0027212910780614395,0.005589995559382604,0.007886482166211354,0.007475377515556239,0.0014081269963802205,6
RandomForest,"[17,18)",15200,0.007523256229799012,0.028476773271555844,0.005351193867042033,0.004290906246051418,0.004023868120384995,0.004888973970823826,0.0030732620091238464,0.005184172570442672,0.0073131790355075305,0.006531648131191702,0.001707690544628784,6
RandomForest,"[18,19)",11520,0.0123464280243522,0.03129675328295803,0.011259286103788343,0.007982465545697516,0.002747765699232295,0.008683225162540747,0.0034669951414575293,0.009156323097473336,0.010476744817290454,0.011127525330544358,0.0058646991445851955,6
RandomForest,"[19,20)",16001,0.008573125740171645,0.02959039113912845,0.032765719009012054,0.004962989950146583,0.010172343550767834,0.004764621653440478,0.006391458770423188,0.007116585248993464,0.00943173874081392,0.006164548611937348,0.005753468394229127,6
RandomForest,"[20,22)",45816,0.003916183255224586,0.030398291849741955,0.06306699057287553,0.007698429789572085,0.024233984312842766,0.007203837178356083,0.018228890116784937,0.0048921816297755084,0.004994172257072168,0.003808727040059,0.005873645592195358,6
HistGB,"[14,17)",11462,0.0023366821538248787,0.015171331963154459,0.012121844599392253,0.015729602495713473,0.010337074937407289,0.00204436508142579,0.0017152688333556437,0.0035476888786941346,0.0044557020643118134,0.003365397589641692,0.002821966982128898,6
HistGB,"[17,18)",15200,0.0029626691430064437,0.014430049604708953,0.011155847195326366,0.015247770792442533,0.00878635099566211,0.0024056949805564324,0.0026673868839780816,0.0033299678367777305,0.004056612162945371,0.004013380001539216,0.001919911345848605,6
HistGB,"[18,19)",11520,0.006036403060542818,0.01221813166251863,0.007444777649438157,0.013914279559162284,0.006688846134854923,0.006034025554817446,0.004844241038978578,0.006084210298517813,0.00815268965431919,0.006697168589242461,0.0034027726519917888,6
HistGB,"[19,20)",16001,0.004481632259856358,0.01266136152952834,0.00540972438583623,0.01185974608061284,0.0036057537105484406,0.004561742738431101,0.0035653010572290872,0.005023178760969723,0.005889626205032027,0.005179322227207193,0.004000587850669948,6
HistGB,"[20,22)",45816,0.004613186120862663,0.008232077750629709,0.005749031049740876,0.008036186799366777,0.007872388106014538,0.005264016390465734,0.00758520172428725,0.004661102403572578,0.004976714126265435,0.0045746642383736385,0.00443192884607866,6
MLP,"[14,17)",11462,0.0029559121910199167,0.0306001687375977,0.008427278805681525,0.001394896645110122,0.0013362940569742827,0.0019650560022232083,0.001663714799235091,0.0035380582385516803,0.004362820100471356,0.004400999774822775,0.0018503548403609102,6
MLP,"[17,18)",15200,0.005002738539551521,0.029042368021854517,0.004794962397263993,0.003555507327506366,0.002478241766191111,0.0031427228527940686,0.001800044380420779,0.0046578246360727505,0.0057718371697107786,0.005958072921936482,0.0022435638165709893,6
MLP,"[18,19)",11520,0.004366816982802807,0.03036649492508684,0.012091074349295024,0.0037190978334097017,0.0054937796991259774,0.002821814386161229,0.0037186398200232543,0.0060397146435392695,0.006937559392873797,0.007208852398290999,0.003972732139453014,6
MLP,"[19,20)",16001,0.005979072817019515,0.029507275284730995,0.03353365192424361,0.004234738911109132,0.0053194726235253,0.0035469812915852467,0.005638525547677197,0.005966450619194361,0.007122687855596489,0.0044721091338273886,0.006304554868159205,6
MLP,"[20,22)",45816,0.006966781447838567,0.0296102833006552,0.06270742793041188,0.002799116810955695,0.004562394323076513,0.0036996344431532305,0.00710892839398113,0.006892808887656314,0.008997868540465005,0.006419608106559964,0.005260950015943976,6
LogReg,"[14,17)",11603,0.1705629309075228,0.1506875714124529,0.14331283525110342,0.14918095145577204,0.12240358712989821,0.17200868920822013,0.12034319505967031,0.11757771867166548,0.17734303832334739,0.15902639995093507,0.016363717740714004,7
LogReg,"[17,18)",14957,0.13505202329879812,0.14504128990770182,0.15496692335299933,0.1475830941126269,0.1366423637500189,0.13512326948272968,0.08237721366688153,0.0978919816522395,0.13094589379230903,0.1243850147908668,0.038345036373542654,7
LogReg,"[18,19)",11341,0.1704745096753816,0.09287111087838704,0.13524910456306388,0.13004255516408642,0.07671401483281262,0.17014919611590343,0.1541413743813259,0.11908077695597326,0.16093115252666032,0.1095202794697414,0.08679089887151811,7
LogReg,"[19,20)",15727,0.09237176795472325,0.09791649763900037,0.10090408613872992,0.08502805895427828,0.06641543199834266,0.09352596027220234,0.08757131857265044,0.08685432866360021,0.09860665706811153,0.082732764918999,0.07922356400369009,7
LogReg,"[20,22)",46371,0.0325671464294755,0.03772386759017167,0.051335778644843066,0.02142212607507291,0.0882622659034745,0.032511489903854766,0.07754011121466817,0.03479845644840681,0.03519270337534194,0.04079513560944899,0.028407530360429506,7
RandomForest,"[14,17)",11603,0.006544440349453432,0.026990017602609256,0.0059751547095372596,0.004349019034109667,0.0025366950278596406,0.004832668175164266,0.003918353369773938,0.005127037991174054,0.006793648008883903,0.006967013134786593,0.0016204528298516686,7
RandomForest,"[17,18)",14957,0.008627602327263983,0.028549411493208048,0.0062922825378097375,0.006130662676545148,0.001169240139232079,0.00620203845747231,0.002553819011427378,0.006083724152041122,0.008132591751246048,0.008097345327751273,0.0020212353771260462,7
RandomForest,"[18,19)",11341,0.01173008910272552,0.03061225362357222,0.01188820129410029,0.007415450797998515,0.0038827783846201954,0.0087069699740611,0.001738334258001482,0.009235824257255136,0.011624919432912538,0.01043563454382902,0.005646918795023846,7
RandomForest,"[19,20)",15727,0.0092864705850526,0.03403785039141544,0.03441836513052309,0.0047618974519355595,0.013990079928632958,0.0056602045252582885,0.008246539108925534,0.0070690005547884805,0.008445054817224355,0.005754505607266593,0.007007441239874495,7
RandomForest,"[20,22)",46371,0.0026379772555300625,0.03204710291323292,0.06630270568210081,0.007482519217247848,0.03004753203975493,0.0074240342547909855,0.02126783670846033,0.004547668525824008,0.005079614047258353,0.00396884963870219,0.00459454189151148,7
HistGB,"[14,17)",11603,0.0015992702896574157,0.0123100711090299,0.0073706836207558645,0.01337293632508113,0.007100661402250076,0.0016111238769775129,0.002766998956120983,0.002331492732377987,0.0015447309974883949,0.00303203025959141,0.002417716940054155,7
HistGB,"[17,18)",14957,0.0027032028928304207,0.015225262585778793,0.009527355615931266,0.017105984610909016,0.009161274736665259,0.003270889508796981,0.0013981466166495574,0.0029669278950992116,0.0038284507365574354,0.0036415597801724995,0.0014307731685677001,7
HistGB,"[18,19)",11341,0.007054535088364539,0.014270759735254343,0.00677018174839257,0.0149847990074208,0.007307693738400832,0.007229794820162639,0.005547968547234916,0.005159131330342606,0.007129639059161809,0.006082749871711822,0.002265005060154188,7
HistGB,"[19,20)",15727,0.004987230012635445,0.008631374639899485,0.004731260846529735,0.01021010840686512,0.008764090023311332,0.004888819773597202,0.004847836711926448,0.004805693409589733,0.006865798077811864,0.003926119424398334,0.0036251627265590017,7
HistGB,"[20,22)",46371,0.006613246124399839,0.006474902834357523,0.008717175175598769,0.007670087855537961,0.012615980233532699,0.006032169176330651,0.011190804916074843,0.004885484393326954,0.0035408220526550313,0.004738589799152369,0.006377041328173464,7
MLP,"[14,17)",11603,0.001770743963857818,0.029020400729997543,0.007453204114553518,0.0013515135832065381,0.0038158707191329987,0.0013376290456552733,0.0013319965520800468,0.003104317081739708,0.0034181540089472306,0.003204042107509091,0.0026907551287628025,7
MLP,"[17,18)",14957,0.0018710971382799738,0.030823700096457525,0.0069728669158902355,0.0024909378410729495,0.0023996674687149526,0.002481912338027673,0.002489975754964199,0.002662789104868838,0.0022064883951239903,0.003383248613584157,0.002398630305898366,7
MLP,"[18,19)",11341,0.0035703231961112763,0.030112374524963372,0.012245399138248042,0.002766706115497209,0.004329333925767283,0.0027282759926586684,0.0027408824815306153,0.00394489086904343,0.005046662894486489,0.004271060023430526,0.002516949689213276,7
MLP,"[19,20)",15727,0.005919136310417926,0.03233321675177025,0.034986662258258854,0.003794243913302334,0.0049748008797110286,0.0035699706272235036,0.0035304468796699988,0.005288646942913311,0.0060458217588472245,0.0066476887476616415,0.003172430322231066,7
MLP,"[20,22)",46371,0.0048859206648784615,0.03264820430667826,0.0642226974093674,0.004206290907760075,0.006193349906328584,0.004763747475455757,0.00484449947168835,0.004778707011738108,0.004325502227853848,0.004068152502651875,0.0059424663047086025,7
LogReg,"[14,17)",11713,0.17609832227021394,0.15958566408470953,0.14291350517814036,0.13739213668334205,0.12124644113896778,0.17768729767216854,0.1304931012186248,0.12159377618359073,0.1836075750806252,0.1642673469206192,0.016906406549527773,8
LogReg,"[17,18)",14915,0.1281617388499539,0.14356006206322267,0.15264605142223062,0.14204567089030873,0.13637909529459363,0.12971711550153847,0.08034742885184767,0.09371275267815397,0.12655842143992738,0.11641103932293854,0.03816879727159601,8
LogReg,"[18,19)",11241,0.16084455341657317,0.09334422710012313,0.12822231248428226,0.12016145090606939,0.055579522455851356,0.1601045561923095,0.14710804964264368,0.114483252703043,0.15196745874001524,0.10815007991086541,0.08333221945824838,8
LogReg,"[19,20)",16085,0.09400694566081436,0.09404409563318929,0.09944679434319084,0.07900405567559898,0.05893741947013263,0.09511284951658544,0.08894491468489492,0.08399298068642587,0.09663133833733133,0.07940251859588815,0.0759450851260581,8
LogReg,"[20,22)",46045,0.03472745868235286,0.037895988723235054,0.04747947361252745,0.02779447105741316,0.09565525269024264,0.03488992690376836,0.07607142359765967,0.03718351914499681,0.035632728852834,0.04560849105782596,0.030309337524330477,8
RandomForest,"[14,17)",11713,0.006219632633140843,0.029228683911048704,0.00832972959457108,0.005149638845026531,0.0014314126292997627,0.0045575786141221816,0.0028439702366886933,0.0049629180383905834,0.006726985071031986,0.005885161878617601,0.0022766071655221628,8
RandomForest,"[17,18)",14915,0.006958676508253216,0.030119006656586022,0.00764853371081173,0.00400867263743627,0.002531353426286805,0.004436315401969022,0.001444414999202049,0.004899496052429023,0.005903640847597885,0.006364397138118597,0.0024304501715705857,8
RandomForest,"[18,19)",11241,0.011799954502613763,0.0321167931393701,0.010840580679474951,0.00868115630868338,0.004160841493625861,0.009369757405458725,0.0055106479552868215,0.009329463835322968,0.01134061415335433,0.011350743390596706,0.0052970339620178695,8
